image,caption
./assets/unicorn.jpg,"The Unicorn is a celestial. It has an Armor Class of 12 and 67 Hit Points. Its speed is walk: 50 ft.. Its characteristics are STR 18, DEX 14, CON 15, INT 11, WIS 17, and CHA 16. It has saving throw proficiencies in none. Damage resistances include none, and condition immunities include Charmed, Paralyzed, Poisoned. Its senses are darkvision: 60 ft., passive perception: 13 and it speaks Celestial, Elvish, Sylvan, telepathy 60 ft.. It has a Challenge Rating of 5. Special traits include: Charge, If the unicorn moves at least 20 ft. straight toward a target and then hits it with a horn attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 15 Strength saving throw or be knocked prone., Innate Spellcasting, The unicorn's innate spellcasting ability is Charisma (spell save DC 14). The unicorn can innately cast the following spells, requiring no components:

At will: detect evil and good, druidcraft, pass without trace
1/day each: calm emotions, dispel evil and good, entangle, Magic Resistance, The unicorn has advantage on saving throws against spells and other magical effects., Magic Weapons, The unicorn's weapon attacks are magical.. Actions available: Multiattack, The unicorn makes two attacks: one with its hooves and one with its horn., Hooves, Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage., Horn, Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) piercing damage., Healing Touch, The unicorn touches another creature with its horn. The target magically regains 11 (2d8 + 2) hit points. In addition, the touch removes all diseases and neutralizes all poisons afflicting the target., Teleport, The unicorn magically teleports itself and up to three willing creatures it can see within 5 ft. of it, along with any equipment they are wearing or carrying, to a location the unicorn is familiar with, up to 1 mile away.."
./assets/flying-snake.jpg,"The Flying Snake is a beast. It has an Armor Class of 14 and 5 Hit Points. Its speed is walk: 30 ft., fly: 60 ft., swim: 30 ft.. Its characteristics are STR 4, DEX 18, CON 11, INT 2, WIS 12, and CHA 5. It has saving throw proficiencies in none. Damage resistances include none, and condition immunities include none. Its senses are blindsight: 10 ft., passive perception: 11 and it speaks none. It has a Challenge Rating of 0.125. Special traits include: Flyby, The snake doesn't provoke opportunity attacks when it flies out of an enemy's reach.. Actions available: Bite, Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 1 piercing damage plus 7 (3d4) poison damage.."
./assets/basilisk.jpg,"The Basilisk is a monstrosity. It has an Armor Class of 12 and 52 Hit Points. Its speed is walk: 20 ft.. Its characteristics are STR 16, DEX 8, CON 15, INT 2, WIS 8, and CHA 7. It has saving throw proficiencies in none. Damage resistances include none, and condition immunities include none. Its senses are darkvision: 60 ft., passive perception: 9 and it speaks none. It has a Challenge Rating of 3. Special traits include: Petrifying Gaze, If a creature starts its turn within 30 ft. of the basilisk and the two of them can see each other, the basilisk can force the creature to make a DC 12 Constitution saving throw if the basilisk isn't incapacitated. On a failed save, the creature magically begins to turn to stone and is restrained. It must repeat the saving throw at the end of its next turn. On a success, the effect ends. On a failure, the creature is petrified until freed by the greater restoration spell or other magic.
A creature that isn't surprised can avert its eyes to avoid the saving throw at the start of its turn. If it does so, it can't see the basilisk until the start of its next turn, when it can avert its eyes again. If it looks at the basilisk in the meantime, it must immediately make the save.
If the basilisk sees its reflection within 30 ft. of it in bright light, it mistakes itself for a rival and targets itself with its gaze.. Actions available: Bite, Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage plus 7 (2d6) poison damage.."
./assets/tarrasque.jpg,"The Tarrasque is a monstrosity. It has an Armor Class of 25 and 676 Hit Points. Its speed is walk: 40 ft.. Its characteristics are STR 30, DEX 11, CON 30, INT 3, WIS 11, and CHA 11. It has saving throw proficiencies in INT, WIS, CHA. Damage resistances include none, and condition immunities include Charmed, Frightened, Paralyzed, Poisoned. Its senses are blindsight: 120 ft., passive perception: 10 and it speaks none. It has a Challenge Rating of 30. Special traits include: Legendary Resistance, If the tarrasque fails a saving throw, it can choose to succeed instead., Magic Resistance, The tarrasque has advantage on saving throws against spells and other magical effects., Reflective Carapace, Any time the tarrasque is targeted by a magic missile spell, a line spell, or a spell that requires a ranged attack roll, roll a d6. On a 1 to 5, the tarrasque is unaffected. On a 6, the tarrasque is unaffected, and the effect is reflected back at the caster as though it originated from the tarrasque, turning the caster into the target., Siege Monster, The tarrasque deals double damage to objects and structures.. Actions available: Multiattack, The tarrasque can use its Frightful Presence. It then makes five attacks: one with its bite, two with its claws, one with its horns, and one with its tail. It can use its Swallow instead of its bite., Bite, Melee Weapon Attack: +19 to hit, reach 10 ft., one target. Hit: 36 (4d12 + 10) piercing damage. If the target is a creature, it is grappled (escape DC 20). Until this grapple ends, the target is restrained, and the tarrasque can't bite another target., Claw, Melee Weapon Attack: +19 to hit, reach 15 ft., one target. Hit: 28 (4d8 + 10) slashing damage., Horns, Melee Weapon Attack: +19 to hit, reach 10 ft., one target. Hit: 32 (4d10 + 10) piercing damage., Tail, Melee Weapon Attack: +19 to hit, reach 20 ft., one target. Hit: 24 (4d6 + 10) bludgeoning damage. If the target is a creature, it must succeed on a DC 20 Strength saving throw or be knocked prone., Frightful Presence, Each creature of the tarrasque's choice within 120 feet of it and aware of it must succeed on a DC 17 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, with disadvantage if the tarrasque is within line of sight, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the tarrasque's Frightful Presence for the next 24 hours., Swallow, The tarrasque makes one bite attack against a Large or smaller creature it is grappling. If the attack hits, the target takes the bite's damage, the target is swallowed, and the grapple ends. While swallowed, the creature is blinded and restrained, it has total cover against attacks and other effects outside the tarrasque, and it takes 56 (16d6) acid damage at the start of each of the tarrasque's turns.
If the tarrasque takes 60 damage or more on a single turn from a creature inside it, the tarrasque must succeed on a DC 20 Constitution saving throw at the end of that turn or regurgitate all swallowed creatures, which fall prone in a space within 10 feet of the tarrasque. If the tarrasque dies, a swallowed creature is no longer restrained by it and can escape from the corpse by using 30 feet of movement, exiting prone.."
./assets/bone-devil.jpg,"The Bone Devil is a fiend. It has an Armor Class of 19 and 142 Hit Points. Its speed is walk: 40 ft., fly: 40 ft.. Its characteristics are STR 18, DEX 16, CON 18, INT 13, WIS 14, and CHA 16. It has saving throw proficiencies in INT, WIS, CHA. Damage resistances include cold, bludgeoning, piercing, and slashing from nonmagical weapons that aren't silvered, and condition immunities include Poisoned. Its senses are darkvision: 120 ft., passive perception: 12 and it speaks Infernal, telepathy 120 ft.. It has a Challenge Rating of 9. Special traits include: Devil's Sight, Magical darkness doesn't impede the devil's darkvision., Magic Resistance, The devil has advantage on saving throws against spells and other magical effects.. Actions available: Multiattack, The devil makes three attacks: two with its claws and one with its sting., Claw, Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 8 (1d8 + 4) slashing damage., Sting, Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 13 (2d8 + 4) piercing damage plus 17 (5d6) poison damage, and the target must succeed on a DC 14 Constitution saving throw or become poisoned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.."
./assets/rat.jpg,"The Rat is a beast. It has an Armor Class of 10 and 1 Hit Points. Its speed is walk: 20 ft.. Its characteristics are STR 2, DEX 11, CON 9, INT 2, WIS 10, and CHA 4. It has saving throw proficiencies in none. Damage resistances include none, and condition immunities include none. Its senses are darkvision: 30 ft., passive perception: 10 and it speaks none. It has a Challenge Rating of 0. Special traits include: Keen Smell, The rat has advantage on Wisdom (Perception) checks that rely on smell.. Actions available: Bite, Melee Weapon Attack: +0 to hit, reach 5 ft., one target. Hit: 1 piercing damage.."
./assets/shambling-mound.jpg,"The Shambling Mound is a plant. It has an Armor Class of 15 and 136 Hit Points. Its speed is walk: 20 ft., swim: 20 ft.. Its characteristics are STR 18, DEX 8, CON 16, INT 5, WIS 10, and CHA 5. It has saving throw proficiencies in none. Damage resistances include cold, fire, and condition immunities include Blinded, Blinded, Exhaustion. Its senses are blindsight: 60 ft. (blind beyond this radius), passive perception: 10 and it speaks none. It has a Challenge Rating of 5. Special traits include: Lightning Absorption, Whenever the shambling mound is subjected to lightning damage, it takes no damage and regains a number of hit points equal to the lightning damage dealt.. Actions available: Multiattack, The shambling mound makes two slam attacks. If both attacks hit a Medium or smaller target, the target is grappled (escape DC 14), and the shambling mound uses its Engulf on it., Slam, Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage., Engulf, The shambling mound engulfs a Medium or smaller creature grappled by it. The engulfed target is blinded, restrained, and unable to breathe, and it must succeed on a DC 14 Constitution saving throw at the start of each of the mound's turns or take 13 (2d8 + 4) bludgeoning damage. If the mound moves, the engulfed target moves with it. The mound can have only one creature engulfed at a time.."
./assets/magma-mephit.jpg,"The Magma Mephit is a elemental. It has an Armor Class of 11 and 22 Hit Points. Its speed is walk: 30 ft., fly: 30 ft.. Its characteristics are STR 8, DEX 12, CON 12, INT 7, WIS 10, and CHA 10. It has saving throw proficiencies in none. Damage resistances include none, and condition immunities include Poisoned. Its senses are darkvision: 60 ft., passive perception: 10 and it speaks Ignan, Terran. It has a Challenge Rating of 0.5. Special traits include: Death Burst, When the mephit dies, it explodes in a burst of lava. Each creature within 5 ft. of it must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one., False Appearance, While the mephit remains motionless, it is indistinguishable from an ordinary mound of magma., Innate Spellcasting, The mephit can innately cast heat metal (spell save DC 10), requiring no material components. Its innate spellcasting ability is Charisma.. Actions available: Claws, Melee Weapon Attack: +3 to hit, reach 5 ft., one creature. Hit: 3 (1d4 + 1) slashing damage plus 2 (1d4) fire damage., Fire Breath, The mephit exhales a 15-foot cone of fire. Each creature in that area must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one.."
./assets/storm-giant.jpg,"The Storm Giant is a giant. It has an Armor Class of 16 and 230 Hit Points. Its speed is walk: 50 ft., swim: 50 ft.. Its characteristics are STR 29, DEX 14, CON 20, INT 16, WIS 18, and CHA 18. It has saving throw proficiencies in STR, CON, WIS, CHA. Damage resistances include cold, and condition immunities include none. Its senses are passive perception: 19 and it speaks Common, Giant. It has a Challenge Rating of 13. Special traits include: Amphibious, The giant can breathe air and water., Innate Spellcasting, The giant's innate spellcasting ability is Charisma (spell save DC 17). It can innately cast the following spells, requiring no material components:

At will: detect magic, feather fall, levitate, light
3/day each: control weather, water breathing. Actions available: Multiattack, The giant makes two greatsword attacks., Greatsword, Melee Weapon Attack: +14 to hit, reach 10 ft., one target. Hit: 30 (6d6 + 9) slashing damage., Rock, Ranged Weapon Attack: +14 to hit, range 60/240 ft., one target. Hit: 35 (4d12 + 9) bludgeoning damage., Lightning Strike, The giant hurls a magical lightning bolt at a point it can see within 500 feet of it. Each creature within 10 feet of that point must make a DC 17 Dexterity saving throw, taking 54 (12d8) lightning damage on a failed save, or half as much damage on a successful one.."
./assets/gargoyle.jpg,"The Gargoyle is a elemental. It has an Armor Class of 15 and 52 Hit Points. Its speed is walk: 30 ft., fly: 60 ft.. Its characteristics are STR 15, DEX 11, CON 16, INT 6, WIS 11, and CHA 7. It has saving throw proficiencies in none. Damage resistances include bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine, and condition immunities include Exhaustion, Petrified, Poisoned. Its senses are darkvision: 60 ft., passive perception: 10 and it speaks Terran. It has a Challenge Rating of 2. Special traits include: False Appearance, While the gargoyle remains motion less, it is indistinguishable from an inanimate statue.. Actions available: Multiattack, The gargoyle makes two attacks: one with its bite and one with its claws., Bite, Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage., Claws, Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) slashing damage.."
./assets/otyugh.jpg,"The Otyugh is a aberration. It has an Armor Class of 14 and 114 Hit Points. Its speed is walk: 30 ft.. Its characteristics are STR 16, DEX 11, CON 19, INT 6, WIS 13, and CHA 6. It has saving throw proficiencies in CON. Damage resistances include none, and condition immunities include none. Its senses are darkvision: 120 ft., passive perception: 11 and it speaks Otyugh. It has a Challenge Rating of 5. Special traits include: Limited Telepathy, The otyugh can magically transmit simple messages and images to any creature within 120 ft. of it that can understand a language. This form of telepathy doesn't allow the receiving creature to telepathically respond.. Actions available: Multiattack, The otyugh makes three attacks: one with its bite and two with its tentacles., Bite, Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 12 (2d8 + 3) piercing damage. If the target is a creature, it must succeed on a DC 15 Constitution saving throw against disease or become poisoned until the disease is cured. Every 24 hours that elapse, the target must repeat the saving throw, reducing its hit point maximum by 5 (1d10) on a failure. The disease is cured on a success. The target dies if the disease reduces its hit point maximum to 0. This reduction to the target's hit point maximum lasts until the disease is cured., Tentacle, Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: 7 (1d8 + 3) bludgeoning damage plus 4 (1d8) piercing damage. If the target is Medium or smaller, it is grappled (escape DC 13) and restrained until the grapple ends. The otyugh has two tentacles, each of which can grapple one target., Tentacle Slam, The otyugh slams creatures grappled by it into each other or a solid surface. Each creature must succeed on a DC 14 Constitution saving throw or take 10 (2d6 + 3) bludgeoning damage and be stunned until the end of the otyugh's next turn. On a successful save, the target takes half the bludgeoning damage and isn't stunned.."
./assets/frost-giant.jpg,"The Frost Giant is a giant. It has an Armor Class of 15 and 138 Hit Points. Its speed is walk: 40 ft.. Its characteristics are STR 23, DEX 9, CON 21, INT 9, WIS 10, and CHA 12. It has saving throw proficiencies in CON, WIS, CHA. Damage resistances include none, and condition immunities include none. Its senses are passive perception: 13 and it speaks Giant. It has a Challenge Rating of 8. Special traits include: . Actions available: Multiattack, The giant makes two greataxe attacks., Greataxe, Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 25 (3d12 + 6) slashing damage., Rock, Ranged Weapon Attack: +9 to hit, range 60/240 ft., one target. Hit: 28 (4d10 + 6) bludgeoning damage.."
./assets/ancient-green-dragon.jpg,"The Ancient Green Dragon is a dragon. It has an Armor Class of 21 and 385 Hit Points. Its speed is walk: 40 ft., fly: 80 ft., swim: 40 ft.. Its characteristics are STR 27, DEX 12, CON 25, INT 20, WIS 17, and CHA 19. It has saving throw proficiencies in DEX, CON, WIS, CHA. Damage resistances include none, and condition immunities include Poisoned. Its senses are blindsight: 60 ft., darkvision: 120 ft., passive perception: 27 and it speaks Common, Draconic. It has a Challenge Rating of 22. Special traits include: Amphibious, The dragon can breathe air and water., Legendary Resistance, If the dragon fails a saving throw, it can choose to succeed instead.. Actions available: Multiattack, The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws., Bite, Melee Weapon Attack: +15 to hit, reach 15 ft., one target. Hit: 19 (2d10 + 8) piercing damage plus 10 (3d6) poison damage., Claw, Melee Weapon Attack: +15 to hit, reach 10 ft., one target. Hit: 22 (4d6 + 8) slashing damage., Tail, Melee Weapon Attack: +15 to hit, reach 20 ft., one target. Hit: 17 (2d8 + 8) bludgeoning damage., Frightful Presence, Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 19 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours., Poison Breath, The dragon exhales poisonous gas in a 90-foot cone. Each creature in that area must make a DC 22 Constitution saving throw, taking 77 (22d6) poison damage on a failed save, or half as much damage on a successful one.."
./assets/grimlock.jpg,"The Grimlock is a humanoid. It has an Armor Class of 11 and 11 Hit Points. Its speed is walk: 30 ft.. Its characteristics are STR 16, DEX 12, CON 12, INT 9, WIS 8, and CHA 6. It has saving throw proficiencies in none. Damage resistances include none, and condition immunities include Blinded. Its senses are blindsight: 30 ft. or 10 ft. while deafened (blind beyond this radius), passive perception: 13 and it speaks Undercommon. It has a Challenge Rating of 0.25. Special traits include: Blind Senses, The grimlock can't use its blindsight while deafened and unable to smell., Keen Hearing and Smell, The grimlock has advantage on Wisdom (Perception) checks that rely on hearing or smell., Stone Camouflage, The grimlock has advantage on Dexterity (Stealth) checks made to hide in rocky terrain.. Actions available: Spiked Bone Club, Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) bludgeoning damage plus 2 (1d4) piercing damage.."
./assets/gnoll.jpg,"The Gnoll is a humanoid. It has an Armor Class of 15 and 22 Hit Points. Its speed is walk: 30 ft.. Its characteristics are STR 14, DEX 12, CON 11, INT 6, WIS 10, and CHA 7. It has saving throw proficiencies in none. Damage resistances include none, and condition immunities include none. Its senses are darkvision: 60 ft., passive perception: 10 and it speaks Gnoll. It has a Challenge Rating of 0.5. Special traits include: Rampage, When the gnoll reduces a creature to 0 hit points with a melee attack on its turn, the gnoll can take a bonus action to move up to half its speed and make a bite attack.. Actions available: Bite, Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) piercing damage., Spear, Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 5 (1d6 + 2) piercing damage, or 6 (1d8 + 2) piercing damage if used with two hands to make a melee attack., Longbow, Ranged Weapon Attack: +3 to hit, range 150/600 ft., one target. Hit: 5 (1d8 + 1) piercing damage.."
